1, 0,   0.000000
3, 0,    0.0000
4, 0,    0.0000
2, 0,  199.7178
1, 10,   0.554772
3, 10,    1.0000
4, 10,    0.0207
2, 10,   11.7333
1, 20,   0.587364
3, 20,    1.0000
4, 20,    0.0605
2, 20,   11.6183
1, 30,   0.619637
3, 30,    1.0000
4, 30,    0.0988
2, 30,   11.5050
1, 40,   0.651596
3, 40,    1.0000
4, 40,    0.1355
2, 40,   11.3934
1, 50,   0.683244
3, 50,    1.0000
4, 50,    0.1706
2, 50,   11.2836
1, 60,   0.714587
3, 60,    1.0000
4, 60,    0.2044
2, 60,   11.1754
1, 70,   0.745630
3, 70,    1.0000
4, 70,    0.2368
2, 70,   11.0688
1, 80,   0.776377
3, 80,    1.0000
4, 80,    0.2678
2, 80,   10.9639
1, 90,   0.806832
3, 90,    1.0000
4, 90,    0.2976
2, 90,   10.8605
1, 100,   0.837000
3, 100,    1.0000
4, 100,    0.3262
2, 100,   10.7587
1, 110,   0.866885
3, 110,    1.0000
4, 110,    0.3536
2, 110,   10.6584
1, 120,   0.896492
3, 120,    1.0000
4, 120,    0.3799
2, 120,   10.5597
1, 130,   0.925824
3, 130,    1.0000
4, 130,    0.4052
2, 130,   10.4624
1, 141,   0.957793
3, 141,    1.0000
4, 141,    0.4317
2, 141,   10.3519
1, 151,   0.986548
3, 151,    1.0000
4, 151,    0.4548
2, 151,   10.2628
1, 161,   1.015056
3, 161,    1.0000
4, 161,    0.4770
2, 161,   10.1699
1, 171,   1.043306
3, 171,    1.0000
4, 171,    0.4983
2, 171,   10.0784
1, 181,   1.071301
3, 181,    1.0000
4, 181,    0.5187
2, 181,    9.9883
1, 191,   1.099047
3, 191,    1.0000
4, 191,    0.5383
2, 191,    9.8996
1, 201,   1.126545
3, 201,    1.0000
4, 201,    0.5571
2, 201,    9.8121
1, 211,   1.153801
3, 211,    1.0000
4, 211,    0.5751
2, 211,    9.7259
1, 221,   1.180818
3, 221,    1.0000
4, 221,    0.5924
2, 221,    9.6410
1, 231,   1.207598
3, 231,    1.0000
4, 231,    0.6090
2, 231,    9.5574
1, 241,   1.234147
3, 241,    1.0000
4, 241,    0.6249
2, 241,    9.4750
1, 251,   1.260466
3, 251,    1.0000
4, 251,    0.6402
2, 251,    9.3938
1, 261,   1.286560
3, 261,    1.0000
4, 261,    0.6548
2, 261,    9.3138
1, 271,   1.312432
3, 271,    1.0000
4, 271,    0.6689
2, 271,    9.2350
1, 281,   1.338084
3, 281,    1.0000
4, 281,    0.6823
2, 281,    9.1573
1, 291,   1.363521
3, 291,    1.0000
4, 291,    0.6953
2, 291,    9.0807
1, 300,   1.386223
3, 300,    1.0000
4, 300,    0.7064
2, 300,  208.7339
1, 310,   1.966039
3, 310,    2.0000
4, 310,    0.7391
2, 310,   20.6716
1, 320,   2.023461
3, 320,    2.0000
4, 320,    0.7904
2, 320,   20.4832
1, 330,   2.080358
3, 330,    2.0000
4, 330,    0.8396
2, 330,   20.2976
1, 340,   2.136741
3, 340,    2.0000
4, 340,    0.8868
2, 340,   20.1148
1, 350,   2.192615
3, 350,    2.0000
4, 350,    0.9321
2, 350,   19.9347
1, 360,   2.247989
3, 360,    2.0000
4, 360,    0.9756
2, 360,   19.7573
1, 370,   2.302871
3, 370,    2.0000
4, 370,    1.0173
2, 370,   19.5825
1, 380,   2.357267
3, 380,    2.0000
4, 380,    1.0573
2, 380,   19.4103
1, 390,   2.411184
3, 390,    2.0000
4, 390,    1.0956
2, 390,   19.2406
1, 400,   2.464630
3, 400,    2.0000
4, 400,    1.1324
2, 400,   19.0735
1, 410,   2.517612
3, 410,    2.0000
4, 410,    1.1677
2, 410,   18.9088
1, 420,   2.570136
3, 420,    2.0000
4, 420,    1.2016
2, 420,   18.7465
1, 430,   2.622210
3, 430,    2.0000
4, 430,    1.2341
2, 430,   18.5866
1, 440,   2.673839
3, 440,    2.0000
4, 440,    1.2653
2, 440,   18.4290
1, 450,   2.725031
3, 450,    2.0000
4, 450,    1.2952
2, 450,   18.2738
1, 460,   2.775792
3, 460,    2.0000
4, 460,    1.3238
2, 460,   18.1208
1, 470,   2.826127
3, 470,    2.0000
4, 470,    1.3513
2, 470,   17.9700
1, 480,   2.876044
3, 480,    2.0000
4, 480,    1.3777
2, 480,   17.8215
1, 490,   2.925548
3, 490,    2.0000
4, 490,    1.4031
2, 490,   17.6751
1, 500,   2.974645
3, 500,    2.0000
4, 500,    1.4274
2, 500,   17.5308
1, 510,   3.023342
3, 510,    2.0000
4, 510,    1.4507
2, 510,   17.3886
1, 520,   3.071643
3, 520,    2.0000
4, 520,    1.4730
2, 520,   17.2484
1, 530,   3.119556
3, 530,    2.0000
4, 530,    1.4945
2, 530,   17.1103
1, 540,   3.167084
3, 540,    2.0000
4, 540,    1.5150
2, 540,   16.9741
1, 550,   3.214234
3, 550,    2.0000
4, 550,    1.5348
2, 550,   16.8399
1, 560,   3.261012
3, 560,    2.0000
4, 560,    1.5537
2, 560,   16.7076
1, 570,   3.307422
3, 570,    2.0000
4, 570,    1.5719
2, 570,   16.5772
1, 580,   3.353470
3, 580,    2.0000
4, 580,    1.5893
2, 580,   16.4487
1, 590,   3.399161
3, 590,    2.0000
4, 590,    1.6060
2, 590,   16.3220
1, 600,   3.444499
3, 600,    2.0000
4, 600,    1.6220
2, 600,  215.9149
1, 610,   4.044263
3, 610,    3.0000
4, 610,    1.6581
2, 610,   27.8072
1, 620,   4.121505
3, 620,    3.0000
4, 620,    1.7127
2, 620,   27.5708
1, 630,   4.198090
3, 630,    3.0000
4, 630,    1.7651
2, 630,   27.3378
1, 640,   4.274029
3, 640,    3.0000
4, 640,    1.8153
2, 640,   27.1082
1, 650,   4.349329
3, 650,    3.0000
4, 650,    1.8635
2, 650,   26.8820
1, 660,   4.424001
3, 660,    3.0000
4, 660,    1.9098
2, 660,   26.6590
1, 670,   4.498054
3, 670,    3.0000
4, 670,    1.9542
2, 670,   26.4393
1, 680,   4.571497
3, 680,    3.0000
4, 680,    1.9967
2, 680,   26.2228
1, 690,   4.644338
3, 690,    3.0000
4, 690,    2.0375
2, 690,   26.0094
1, 700,   4.716586
3, 700,    3.0000
4, 700,    2.0767
2, 700,   25.7991
1, 710,   4.788251
3, 710,    3.0000
4, 710,    2.1143
2, 710,   25.5919
1, 720,   4.859339
3, 720,    3.0000
4, 720,    2.1503
2, 720,   25.3876
1, 730,   4.929860
3, 730,    3.0000
4, 730,    2.1849
2, 730,   25.1862
